MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude
4.254219448626632,1.9153898980263324,2.460456380182231,0.3405455284437126,214.7326720891647,0.42463514847739947,30.378842162845032,-17.082982741878972
2.9403827871727013,2.13726667037074,2.620038228238546,0.3399426120570938,421.91188508532696,0.41810761155258314,33.65557535340867,-17.71434074532367
2.1449251688436117,1.9708590911124344,2.2947810490421063,0.3439689847079622,532.4673870312183,0.618922877783049,30.370196428832987,-16.913785063536473
4.787501552980905,1.6657785291388736,3.447750755804513,0.3859511537000512,314.05285879665246,0.4384651127928734,29.358645549424164,-16.902818547347607
2.9680368430280377,1.3884325637083637,2.825761340906338,0.3336490111792303,412.24951398029987,0.5144828089108442,33.88901017173378,-17.52321003460344
2.366749434002275,1.7767169153110773,2.6339240694015147,0.3339820531344964,327.9846496922729,0.4840252811771783,34.89191531713057,-17.642275067511125
1.8020471572364904,1.8599207049402304,2.264448451102024,0.3405455284437126,249.33744302344778,0.7342292252182527,33.40484906705947,-17.46054422780992
2.8754979790763273,1.2774941775361597,2.609951714853296,0.37942641814948125,392.0259465511734,0.47838149766836563,31.295289968121402,-17.014050354406102
2.38455778514647,2.1095320738276895,2.396288203809235,0.38051801553145576,526.4003168024805,0.6635344342239269,33.65557535340867,-17.675174616077722
2.092629950377878,1.6935131256819247,2.667391580570045,0.34709147778414595,323.2658172921434,0.47805305040114593,33.08495690861394,-17.369678807959318
2.333984219963559,1.3884325637083637,2.608229832520032,0.3721912547811959,379.89180609369754,0.31131685678952603,30.050304270387464,-16.9686176444808
2.8612405378279537,1.3884325637083637,2.4059194830310955,0.3270696642877803,389.55417719872463,0.43004162680656455,33.81119856562541,-17.6908410677761
2.1949607173756407,1.9985936876554853,2.6819557615970315,0.35741814700026764,466.40373342940524,0.42168570596317395,34.50285728658871,-17.527909970112955
2.51723269125398,1.3052287740792108,2.7549241854675035,0.36054315086429345,516.9626520022214,0.4875401467771534,34.373171276408094,-17.527909970112955
4.37166848351418,1.6935131256819247,3.311417633262154,0.364729174618091,319.2211038063181,0.5271630570084613,30.56904831110994,-17.034416741613995
4.550666623262633,0.8337406328473438,3.073977133807269,0.3265444701322304,214.95737839393277,0.6370622530809721,29.211668071219464,-16.860519127761982
2.801628292910224,1.6380439325958227,2.9098404127075836,0.3272215038997102,436.0683822857155,0.4526517442587284,32.79964768621658,-17.29134654946742
2.9430190687620232,1.1665557913639557,2.20473612629504,0.37810304454671373,506.17674937335397,0.3579682139210413,33.60370094933642,-17.725307261512537
2.4129112626479534,1.8876553014832813,2.5616337279307397,0.3588313933936226,451.1237047051763,0.47738953549033936,32.95527089843333,-17.642275067511125
1.571722228993891,1.8321861083971793,2.3255439362307864,0.34585255516886615,378.5435682650891,0.4125730415913922,33.82849003364949,-17.52477667977328
2.183716169372206,1.8321861083971793,2.742372945194483,0.3346293574911823,587.0710190898598,0.6585175028114475,29.34999981541212,-16.879318869800038
3.3133359295641283,1.1942903879070068,3.0485644085012145,0.35645862555544133,587.9698443089321,0.4864925610298705,32.83423062226475,-17.292913194637258
4.255134076933131,1.1665557913639557,2.967760204133723,0.34010493569964495,353.8258747406012,0.530487868521912,33.21464291879457,-17.639141777171446
2.213737498491424,1.6935131256819247,2.33972905121804,0.37205999341179,705.7159480074017,0.7067459437058311,30.326967758772785,-17.04538325780286
1.941447271480026,1.1110865982778537,2.644213813694925,0.363814332739784,549.3203598888238,0.472726517338017,37.11386895822517,-17.9838037145358
4.312432850252067,1.6380439325958227,3.0583492989927854,0.3243047378233315,458.9884253720588,0.4863865783652064,30.352904960808907,-17.032850096444157
3.210951360901277,1.6380439325958227,2.726783134929909,0.329916502493544,408.87891940877876,0.6466139214691452,30.422070832905238,-17.00778377372675
1.7882739309739104,1.4439017567944656,2.3688266572382317,0.3503407352466073,368.20707824575777,0.5388026987982195,32.15986336932553,-17.172281516559735
2.335652071581293,1.6103093360527716,1.918349368160059,0.3565298233447706,524.1532537547997,0.6127198616650245,30.448008034941363,-17.056349773991727
4.038528573288024,1.3606979671653128,3.125137996278426,0.32694569964913656,778.9702033617932,0.4750479695945725,34.39910847844422,-17.54044313147166
3.343787672004051,1.2497595809931088,2.189656471713023,0.34660458899022933,716.5018506362692,0.3888641896267471,33.30974599292702,-17.650108293360315
2.2784070999274446,1.6380439325958227,2.46404189108004,0.333863205158687,364.8364836742367,0.5251527058607934,33.620992417360505,-17.667341390228533
2.2472021341762867,1.3329633706222617,2.840042467230241,0.3794939270192905,375.6223863031042,0.46162560959448845,36.37033583318962,-17.58274255105728
2.3121945456028365,1.6103093360527716,2.216370180892922,0.3885594817814541,315.4010966252609,0.37915174648662964,29.894681058170722,-16.95295119278242
3.6211890571988286,0.8892098259334458,3.467043613646687,0.36365910177851674,508.1991061162666,0.5661958925658358,30.958106341651792,-17.397878421016404
1.4771389017688292,2.026328284198536,2.7213152889793246,0.39433615563249025,268.66218523350193,0.4571503931266365,35.1512873374918,-17.57020938969858
2.5249801310266817,1.6657785291388736,2.8895302617040137,0.33983626611416967,470.22374061046247,0.5040157957380133,34.18296512814319,-17.76134010041881
2.1719336047178897,1.7767169153110773,2.8744814121556086,0.3656897961145907,300.79518681533625,0.4688059769954984,36.08502661079226,-17.977537133856448
4.195037617029608,1.3052287740792108,3.160192164291645,0.3298261319949636,600.103984766408,0.5447859210228613,30.093532940447666,-17.009350418896588
2.064384076206571,1.4716363533375167,2.9137357825718695,0.359779305518072,467.97667756278173,0.5886649106371156,33.20599718478252,-17.404145001695753
2.818952429068626,0.8337406328473438,2.7908545695803033,0.33558151686055077,683.4700238353627,0.4615809351245403,34.43369141449238,-17.480910615017816
1.724249949518948,1.1110865982778537,2.7799395375998777,0.38943289920482166,417.6424652947336,0.6451685077086652,31.563307722494685,-17.16758158105022
5.3083554726998035,1.4993709498805676,3.6854530532919636,0.353408930367858,400.34007982759204,0.5186650239860187,33.20599718478252,-17.639141777171446
1.820877740017362,1.8321861083971793,1.8546991259370633,0.3603232471774148,838.2926678205641,0.6985755617019208,30.430716566917276,-17.057916419161565
1.8468639442549641,1.7767169153110773,2.4686461265226294,0.3768369523171824,462.35901994357994,0.6041443863315541,30.482590970989527,-16.90125190217777
3.7432112336188745,1.1110865982778537,3.2355181585868915,0.34861549176288936,737.848949589236,0.4713913566128503,33.59505521532438,-17.63130855132226
2.5296608758893555,2.13726667037074,2.3997331028689155,0.3489004723312172,615.3840134906369,0.3701513867944499,33.64692961939663,-17.70807416464432
2.8014668879149593,1.3052287740792108,2.8444746501718314,0.30792793975205224,255.62921955695379,0.5555522213460891,36.06773514276818,-17.695541003285616
3.0882297628350845,1.4993709498805676,3.1205163409151893,0.36632020397166853,435.8436759809474,0.5667761125772808,30.326967758772785,-17.06104970950124
5.204679664074836,1.6380439325958227,3.2175585354164866,0.3527080639466164,399.8906672180559,0.5753641025389091,30.49988243901361,-17.017183644745778
2.252151887364401,1.4161671602514148,2.160504311790924,0.341386161863364,428.8777805331372,0.40218372689169074,30.473945236977485,-16.96078441863161
3.4799596863422946,1.5271055464236187,2.7371786322953167,0.3616056814086137,689.5370940641005,0.6007505424229423,30.171344546556043,-17.01561699957594
4.382321213201645,1.8876553014832813,3.1140908955758566,0.32369158991202246,310.2328516155952,0.46343839175005797,30.36155069482095,-17.078282806369458
3.7688746278659475,1.5825747395097207,3.3806099123671967,0.3671525218185579,374.27414847449575,0.5447124924719108,31.13966675590466,-17.39161184033705
4.435046844988084,1.3606979671653128,3.0946503497946343,0.34066784181143506,809.530260810251,0.5058662139696534,30.716025789314642,-17.10021583874719
3.441276289143876,1.1388211948209048,2.9772412842325875,0.3554967225945144,305.2893129106977,0.48033980797756765,34.13973645808298,-17.438611195432188
3.2983790666696073,1.0833520017348028,2.48766948853483,0.37403057699285186,263.2692339190682,0.513709168558684,30.52581964104973,-17.078282806369458
2.5511277402595485,1.1110865982778537,2.9681070838932495,0.38740980582866424,409.32833201831494,0.3660212933847566,29.816869452062353,-16.88401880530955
4.055960312776602,0.8060060363042928,3.444733583198653,0.36394259830845715,692.4582760260855,0.5119360902008445,29.661246239845603,-16.905951837687283
2.5371931090017035,1.2220249844500577,2.7061387334206137,0.3612836333428276,464.1566703817245,0.4892737000278928,34.11379925604685,-17.71590739049351
1.967164467392187,1.2774941775361597,2.2807687076023946,0.34410065610274104,521.0073654880467,0.6375244027700909,32.71319034609617,-17.256880355730985
2.531490132502354,1.6103093360527716,2.5902629557320367,0.3293682838193746,364.8364836742367,0.4949841250620159,33.56047227927622,-17.480910615017816
4.383720056493938,1.3329633706222617,3.4468975075280714,0.32986251425422114,414.0471644184444,0.5291848631484236,33.612346683348456,-17.62974190615242
1.9047545358898712,1.3606979671653128,2.82233093817497,0.3900835461349949,307.3116696536103,0.5384618754908086,30.448008034941363,-16.93101816040469
3.1245458867696216,1.9985936876554853,2.7883293018535045,0.32433234375827236,550.6685977174321,0.5251670399153222,30.448008034941363,-17.03911667712351
2.1166792946723048,0.9724136155625988,2.868232881695624,0.3725662925021821,488.8743639062124,0.6856109407865222,29.496977293616823,-16.62552235228629
2.5989574205229617,1.1665557913639557,2.90198877001261,0.3663963124373295,466.85314603894136,0.5206923823577672,29.367291283436206,-16.844852676063603
3.7280391640640014,1.0278828086487009,3.3862730362164046,0.3701889174524729,449.32605426703174,0.5554137810309521,33.8717187037097,-17.537309841131982
2.369331913926509,1.5825747395097207,2.437155834373016,0.3440317486262805,857.6174100306183,0.6464126252747279,30.36155069482095,-17.025016870594968
2.2033537771294007,1.8876553014832813,2.157730333493829,0.3362920423744015,498.31202870647144,0.7424996571548611,30.370196428832987,-17.04538325780286
2.1575147584742513,1.5548401429666696,2.479338501759312,0.33583301786821473,508.1991061162666,0.5612158540196146,30.43936230092932,-17.00778377372675
5.270371497147532,0.9446790190195478,3.0133048800828814,0.33536081627499026,229.56328820385744,0.3976337348977135,30.51717390703769,-17.142515258332814
3.649058319714518,1.6935131256819247,3.0932480967722356,0.33428994636515047,435.3942633714113,0.524830634100702,30.257801886676454,-17.03128345127432
3.417603556505066,1.7212477222249756,2.8151885826163188,0.34714312235487904,387.53182045581195,0.49613941326220196,30.326967758772785,-17.065749645010754
3.6247399670946505,1.1388211948209048,3.1919897535673116,0.3516004009312275,449.5507605717998,0.5049835885191558,34.49421155257667,-17.512243518414575
